NHPDPropertyID,PropertyName,PropertyAddress,City,State,Zip,CBSACode,CBSAType,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,PropertyStatus,ActiveSubsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,TotalUnits,EarliestStartDate,EarliestEndDate,LatestEndDate,Owner,OwnerType,ManagerName,ManagerType,HUDPropertyID,ReacScore1,ReacScore1Date,ReacScore2,ReacScore2Date,ReacScore3,ReacScore3Date,StudioOneBedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,PercentofELIHouseholds,TargetTenantType,FairMarketRent_2BR,EarliestConstructionDate,LatestConstructionDate,OccupancyRate,AverageMonthsOfTenancy,NumberActiveSection8,NumberInconclusiveSection8,NumberInactiveSection8,S8_1_ID,S8_1_Status,S8_1_ProgramName,S8_1_RenewalStatus,S8_1_StartDate,S8_1_EndDate,S8_1_AssistedUnits,S8_1_RentToFMR,S8_1_InacStatusDesc,S8_2_ID,S8_2_Status,S8_2_ProgramName,S8_2_RenewalStatus,S8_2_StartDate,S8_2_EndDate,S8_2_AssistedUnits,S8_2_RentToFMR,S8_2_InacStatusDesc,NumberActiveSection202,NumberInconclusiveSection202,NumberInactiveSection202,S202_1_ID,S202_1_Status,S202_1_ProgramName,S202_1_StartDate,S202_1_EndDate,S202_1_AssistedUnits,S202_1_PrincipalBalance,S202_1_InacStatusDesc,S202_2_ID,S202_2_Status,S202_2_ProgramName,S202_2_StartDate,S202_2_EndDate,S202_2_AssistedUnits,S202_2_PrincipalBalance,S202_2_InacStatusDesc,NumberActiveSection236,NumberInconclusiveSection236,NumberInactiveSection236,S236_1_ID,S236_1_Status,S236_1_ProgramName,S236_1_StartDate,S236_1_EndDate,S236_1_AssistedUnits,S236_1_InacStatusDesc,S236_2_ID,S236_2_Status,S236_2_ProgramName,S236_2_StartDate,S236_2_EndDate,S236_2_AssistedUnits,S236_2_InacStatusDesc,NumberActiveHUDInsured,NumberInconclusiveHUDInsured,NumberInactiveHud,FHA_1_ID,FHA_1_Status,FHA_1_ProgramName,FHA_1_StartDate,FHA_1_EndDate,FHA_1_AssistedUnits,FHA_1_PrincipalBalance,FHA_1_InacStatusDesc,FHA_2_ID,FHA_2_Status,FHA_2_ProgramName,FHA_2_StartDate,FHA_2_EndDate,FHA_2_AssistedUnits,FHA_2_PrincipalBalance,FHA_2_InacStatusDesc,NumberActiveLihtc,NumberInconclusiveLihtc,NumberInactiveLihtc,LIHTC_1_ID,LIHTC_1_Status,LIHTC_1_ProgramName,LIHTC_1_StartDate,LIHTC_1_EndDate,LIHTC_1_AssistedUnits,LIHTC_1_ConstructionType,LIHTC_1_InacStatusDesc,LIHTC_2_ID,LIHTC_2_Status,LIHTC_2_ProgramName,LIHTC_2_StartDate,LIHTC_2_EndDate,LIHTC_2_AssistedUnits,LIHTC_2_ConstructionType,LIHTC_2_InacStatusDesc,NumberActiveSection515,NumberInconclusiveSection515,NumberInactiveSection515,RHS515_1_ID,RHS515_1_Status,RHS515_1_ProgramName,RHS515_1_StartDate,RHS515_1_EndDate,RHS515_1_AssistedUnits,RHS515_1_PrincipalBalance,RHS515_1_InacStatusDesc,RHS515_2_ID,RHS515_2_Status,RHS515_2_ProgramName,RHS515_2_StartDate,RHS515_2_EndDate,RHS515_2_AssistedUnits,RHS515_2_PrincipalBalance,RHS515_2_InacStatusDesc,NumberActiveSection538,NumberInconclusiveSection538,NumberInactiveSection538,RHS538_1_ID,RHS538_1_Status,RHS538_1_ProgramName,RHS538_1_StartDate,RHS538_1_EndDate,RHS538_1_AssistedUnits,RHS538_1_PrincipalBalance,RHS538_1_InacStatusDesc,RHS538_2_ID,RHS538_2_Status,RHS538_2_ProgramName,RHS538_2_StartDate,RHS538_2_EndDate,RHS538_2_AssistedUnits,RHS538_2_PrincipalBalance,RHS538_2_InacStatusDesc,NumberActiveHome,NumberInconclusiveHome,NumberInactiveHome,HOME_1_ID,HOME_1_Status,HOME_1_ProgramName,HOME_1_StartDate,HOME_1_EndDate,HOME_1_AssistedUnits,HOME_1_ConstructionType,HOME_1_InacStatusDesc,HOME_2_ID,HOME_2_Status,HOME_2_ProgramName,HOME_2_StartDate,HOME_2_EndDate,HOME_2_AssistedUnits,HOME_2_ConstructionType,HOME_2_InacStatusDesc,NumberActivePublicHousing,NumberInconclusivePublicHousing,NumberInactivePublicHousing,PH_1_ID,PH_1_Status,PH_1_ProgramName,PH_1_StartDate,PH_1_EndDate,PH_1_AssistedUnits,PH_1_InacStatusDesc,PH_1_PhaCode,PH_2_ID,PH_2_Status,PH_2_ProgramName,PH_2_StartDate,PH_2_EndDate,PH_2_AssistedUnits,PH_2_InacStatusDesc,PH_2_PhaCode,NumberActiveState,NumberInconclusiveState,NumberInactiveState,State_1_ID,State_1_Status,State_1_ProgramName,State_1_StartDate,State_1_EndDate,State_1_AssistedUnits,State_1_InacStatusDesc,State_1_ConstructionType,State_2_ID,State_2_Status,State_2_ProgramName,State_2_StartDate,State_2_EndDate,State_2_AssistedUnits,State_2_InacStatusDesc,State_2_ConstructionType,NumberActivePBV,NumberInconclusivePBV,NumberInactivePBV,Pbv_1_Status,Pbv_1_ProgramName,Pbv_1_AssistedUnits,Pbv_2_Status,Pbv_2_ProgramName,Pbv_2_AssistedUnits,NumberActiveMR,NumberInconclusiveMR,NumberInactiveMR,Mr_1_Status,Mr_1_ProgramName,Mr_1_AssistedUnits,Mr_2_Status,Mr_2_ProgramName,Mr_2_AssistedUnits,OldNHPDPropertyID
1003726,BLADENSBURG COMMONS,4200 58th Ave,Bladensburg,MD,20710-1949,47900,Metropolitan Statistical Area,Prince Georges,24033,24033804001,04,38.94312,-76.91541,Active,4,0,0,100,1/1/2017,1/31/2037,6/1/2057,BLADENSBURG COMMONS LLLP,Multiple,ENTERPRISE RESIDENTIAL LLC,Profit Motivated,800241445,93c,11/14/2022,98c*,12/18/2019,,,50,40,10,,Disabled,1370,,,,,1,0,0,MD06RDD1205,Active,811 PRA DEMO,,2/1/2017,1/31/2037,15,63.17,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,35530,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,7/1/2017,6/1/2057,100,4568389,,,,,,,,,,1,0,0,MDA2017004,Active,9% Tax Credit,1/1/2017,1/1/2047,90,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,1917601934,Active,HOME,8/16/2017,8/16/2037,18,Acquisition and New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1053443,PARK SETON,PARK SETON,BLADENSBURG,MD,20785,47900,Metropolitan Statistical Area,Prince Georges,24033,24033803300,04,38.918134,-76.881717,Inactive,0,0,1,100,3/1/1997,3/1/2017,3/1/2017,PARK SETON LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,1480,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,1917600055,Inactive,HOME,3/1/1997,3/1/2017,10,Acquisition and New Construction,End Date Passed,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1104401,PARK VIEW AT BLADENSBURG,4202 58th Ave Apt 228,Bladensburg,MD,20710-1953,47900,Metropolitan Statistical Area,Prince Georges,24033,24033804001,04,38.943478,-76.914098,Active,2,0,0,102,12/1/2012,12/1/2030,1/1/2043,FEDERAL HOME LOAN MORTGAGE COR,For Profit,,,800238268,,,,,,,,,,,Elderly or disabled,1370,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,97265,Active,542(B)QPE RISK SHARING-EXISTING,12/1/2012,12/1/2030,102,2815535,,,,,,,,,,1,0,0,MDA2013649,Active,4% Tax Credit,1/1/2013,1/1/2043,101,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1053570,AUTUMN WOODS PHASE II,5031 57th Ave,Bladensburg,MD,20710-1627,47900,Metropolitan Statistical Area,Prince Georges,24033,24033804001,04,38.94887,-76.91462,Active,1,0,0,113,1/1/2003,1/1/2033,1/1/2033,RICHMAN PROPERTY SERVICES INC,,,,,,,,,,,,,,,,1370,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,MDA2003003,Active,,1/1/2003,1/1/2033,113,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1052738,EMERSON HOUSE APARTMENTS,5999 Emerson St,Bladensburg,MD,20710-1837,47900,Metropolitan Statistical Area,Prince Georges,24033,24033804001,04,38.947338,-76.911345,Active,1,0,0,220,4/4/2019,4/3/2039,4/3/2039,DANIEL HOUSING CORPORATION INC,Non-Profit,QUANTUM REAL ESTATE MANAGEMENT LLC,Non-Profit,800009207,96b,6/22/2022,90b,11/29/2018,88b,12/16/2016,220,0,0,92,Elderly,1370,1/1/1977,1/1/1977,95,94,1,0,0,MD390002003,Active,Sec 8 NC,2: Request Renewal Without Restructuring at or Below Comparable Rents,4/4/2019,4/3/2039,220,80.97,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1150288,AUTUMN WOODS PHASE I,5033 57th Ave,Bladensburg,MD,20710-1607,47900,Metropolitan Statistical Area,Prince Georges,24033,24033804001,04,38.94928,-76.91401,Active,1,0,1,366,1/1/2000,1/1/2030,1/1/2030,RICHMAN PROPERTY SERVICES INC,For Profit,,,800222008,,,,,,,123,167,76,,,1370,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,97260,Inactive,542(B) QPE RISK SHARING-RECENT COMP,12/1/2003,11/1/2021,114,3297512,Terminated Mortgage,,,,,,,,,1,0,0,MDA2000055,Active,4% Tax Credit,1/1/2000,1/1/2030,366,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1053757,MEDSOURCE COMMUNITY SERVICES,16021 Pond Meadow Ln,Bowie,MD,20716-1868,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800511,05,38.912147,-76.726567,Inactive,0,0,1,1,4/30/1997,4/30/2007,4/30/2007,MEDSOURCE COMMUNITY SERVICE,,,,,,,,,,,,,,,,1910,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,1917600029,Inactive,HOME,4/30/1997,4/30/2007,1,Acquisition and Rehabilitation,End Date Passed,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1053758,HENDERSON HOUSE,16404 Pointer Ridge Dr,Bowie,MD,20716-1857,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800511,05,38.910112,-76.72107,Inactive,0,0,1,1,4/21/2005,4/21/2015,4/21/2015,EPISCOPAL SENIOR MINISTRIES,,,,,,,,,,,,,,,,1910,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,1917600554,Inactive,HOME,4/21/2005,4/21/2015,1,Acquisition and Rehabilitation,End Date Passed,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1129519,,9100 Thoroughbred Ct # 9105,Bowie,MD,20715-3318,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800410,05,39.015357,-76.751923,Inactive,0,0,1,1,3/30/2005,3/30/2015,3/30/2015,THE ARC OF PRINCE GEORGES COUNTY,,,,,,,,,,,,,,,,2480,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,1917600095,Inactive,HOME,3/30/2005,3/30/2015,1,Acquisition and Rehabilitation,End Date Passed,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1052721,BOWIE VOA LIVING CENTER,3800 Envision Ter,Bowie,MD,20716-3229,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800516,05,38.940113,-76.736985,Active,1,0,0,9,7/1/2023,6/30/2024,6/30/2024,BOWIE VOA LIVING CENTER INC,Non-Profit,VOLUNTEERS OF AMERICA NATIONAL HOUSING CORPORATION,Non-Profit,800009099,93b,1/30/2018,93b,10/21/2014,98a,10/17/2014,9,,,,Disabled,1910,,,,,1,0,0,MD39Q941001,Active,PRAC/811,,7/1/2023,6/30/2024,9,68.56,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1018960,BUCKSVILLE,12703 Buckingham Dr,Bowie,MD,20715-2461,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800504,05,38.967354,-76.729618,Active,0,1,0,10,2/1/2021,1/31/2045,1/31/2045,BUCKSVILLE INC,Non-Profit,FAMILY SERVICE FOUNDATION,Profit Motivated,800218056,62c*,12/28/2022,59b,9/13/2021,73c,8/6/2019,10,0,0,,Disabled,2350,1/1/2003,1/1/2003,,,0,1,0,MD39Q021002,Inconclusive,PRAC/811,,2/1/2021,1/31/2045,10,30.44,Expired,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1018962,SAGER HOMES,15913 Peach Walker Dr,Bowie,MD,20716-1653,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800511,05,38.914442,-76.729224,Active,0,1,0,10,2/1/2021,1/31/2048,1/31/2048,SAGER HOMES INC,Non-Profit,FAMILY SERVICE FOUNDATION,Profit Motivated,800221484,83c,12/28/2022,66c*,9/14/2021,58c*,3/2/2020,10,0,0,,Disabled,1910,1/1/2006,1/1/2006,,,0,1,0,MD39Q041001,Inconclusive,PRAC/811,,2/1/2021,1/31/2048,10,31.71,Expired,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1052656,PRINCE GEORGES COUNTY VOA LIVING CENTER 1 INC,6704 Alexis Dr,Bowie,MD,20720-4717,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800409,05,38.981599,-76.778041,Active,1,0,0,15,7/1/2023,6/30/2037,6/30/2037,PRINCE GEORGES COUNTY VOA LIVING CENTER I INC,Non-Profit,VOLUNTEERS OF AMERICA NATIONAL HOUSING CORPORATION,Non-Profit,800009515,98b,10/5/2015,98b,9/30/2015,96a,8/30/2012,15,0,0,100,Disabled,2480,1/1/1995,1/1/1995,90,50,1,0,0,MD39Q911001,Active,PRAC/811,,7/1/2023,6/30/2037,15,72.04,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1018965,BOWIE COMMONS,3909 New Haven Ct,Bowie,MD,20716-1072,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800515,05,38.945976,-76.741568,Active,1,0,0,36,8/1/2022,7/31/2042,7/31/2042,BOWIE HOUSING PARTNERS LP,Profit Motivated,ARCO MANAGEMENT OF MARYLAND LLC,Profit Motivated,800009126,92c,11/9/2018,98b,11/19/2015,98b,10/25/2015,36,0,0,94,Elderly,1910,,,95,115,1,0,0,MD39H020018,Active,HFDA/8 SR,1a: Mark-Up-To-Market Eligibility,8/1/2022,7/31/2042,36,87.85,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1053133,PIN OAK VILLAGE,16010 Excalibur Rd,Bowie,MD,20716-3928,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800520,05,38.940697,-76.725545,Active,2,0,1,220,1/1/1996,1/1/2028,5/1/2049,COLUMBIANATIONAL REAL ESTATE F,For Profit,HAI MANAGEMENT INC,,800240006,87b,2/4/2019,81c,8/4/2016,,,85,26,0,,Elderly,1910,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,11240,Active,207/ 223(F) PUR/ REFIN HSG,6/1/2014,5/1/2049,220,17452890,,,,,,,,,,1,0,1,MDA1998050,Active,9% Tax Credit,1/1/1998,1/1/2028,110,New Construction,,MDA1996085,Inactive,9% Tax Credit,1/1/1996,1/1/2026,110,New Construction,Non-programmatic,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1053767,ST PHILIPS HOUSING DEV CO,15721 Baden Naylor Rd,Brandywine,MD,20613-8683,47900,Metropolitan Statistical Area,Prince Georges,24033,24033800800,05,38.674073,-76.766814,Inactive,0,0,1,1,4/30/1997,4/30/2012,4/30/2012,ST PHILIPS HOUSING DEV CO,,,,,,,,,,,,,,,,1960,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,1917600019,Inactive,HOME,4/30/1997,4/30/2012,1,Acquisition and Rehabilitation,End Date Passed,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1174328,,6421 Towne Ter,Capitol Heights,MD,20743-4408,47900,Metropolitan Statistical Area,Prince Georges,24033,24033802804,04,38.87544,-76.894271,Active,1,0,0,1,3/23/2005,3/23/2025,3/23/2025,PRINCE GEORGES HOUSING DEV CORP,,,,,,,,,,,,,,,,1350,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,1917600107,Active,HOME,3/23/2005,3/23/2025,1,Acquisition and New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1015594,CREST APARTMENTS,5225 Marlboro Pike,Capitol Heights,MD,20743-5446,47900,Metropolitan Statistical Area,Prince Georges,24033,24033802408,04,38.867287,-76.91801,Inactive,0,0,1,43,9/1/1972,8/1/2012,8/1/2012,,,,,,,,,,,,,,,,,1350,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,44136,Inactive,236(J)(1)/ LOWER INCOME FAMILIES,9/1/1972,8/1/2012,43,,Terminated Mortgage,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1171572,MILLWOOD TOWNHOUSES,1392 Karen Blvd,Capitol Heights,MD,20743-4618,47900,Metropolitan Statistical Area,Prince Georges,24033,24033802804,04,38.87239,-76.88802,Active,1,0,4,73,1/1/1989,3/31/2024,3/31/2024,MILLWOOD ASSOCIATES LP,Limited Dividend,EDGEWOOD MANAGEMENT CORPORATION,Profit Motivated,800009353,93b*,2/3/2023,95b,1/31/2020,97a,3/12/2013,0,36,29,83,Family,1350,,,90,152,1,0,0,MD39M000032,Active,Preservation,5b: Request Contract Renewal for a Preservation Project,4/1/2023,3/31/2024,65,86.08,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,3,41002,Inactive,241(F)/ 236 EQUITY LOAN,5/1/1995,4/1/2035,75,,Terminated Mortgage,11184,Inactive,207/ 223(F) PUR/ REFIN HSG,5/1/2005,4/1/2040,75,,Terminated Mortgage,0,0,1,MDA1989100,Inactive,,1/1/1989,1/1/2004,75,,Non-programmatic,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1052723,GATEWAY VILLAGE,505 Suffolk Ave,Capitol Heights,MD,20743-3000,47900,Metropolitan Statistical Area,Prince Georges,24033,24033802700,04,38.883653,-76.911607,Active,3,0,2,84,12/7/1988,5/31/2041,4/1/2054,CAPITOL HEIGHTS SENIOR HOUSING LP,For Profit,National Church Residences,Non-Profit,800000034,87c*,2/8/2022,99c,7/19/2017,99c,7/18/2017,83,0,0,92,Elderly,1350,1/1/1984,1/1/1984,97,93,1,0,1,MD39T831003,Active,202/8 NC,1b: Discretionary Authority Eligibility Mark-Up-To-Market,6/1/2021,5/31/2041,83,82.19,,MD39CS94002,Inactive,UnasstPrj SCHAP,,10/1/1994,9/30/2000,0,,End Date Passed,0,0,1,,Inactive,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,12/7/1988,5/1/2027,83,2783045,Missing from Subsequent Updates,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,35502,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,5/1/2014,4/1/2054,84,5326458,,,,,,,,,,1,0,0,MDA2013712,Active,,1/1/2013,1/1/2043,83,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1019070,CENTRAL GARDENS APARTMENTS,6804 Central Ave,Capitol Heights,MD,20743-2770,47900,Metropolitan Statistical Area,Prince Georges,24033,24033802805,04,38.88864,-76.88847,Active,8,0,0,94,9/12/2015,9/11/2025,9/11/2025,CENTRAL GARDENS ASSOCIATES LP,Profit Motivated,EDGEWOOD MANAGEMENT CORPORATION,Profit Motivated,800009154,94c*,6/23/2022,96a*,2/1/2019,72c*,2/2/2017,11,23,60,86,Family,1350,1/1/1926,1/1/1993,88,146,1,0,0,MD39K100001,Active,PD/8 MR,1a: Mark-Up-To-Market Eligibility,9/12/2015,9/11/2025,94,73.43,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,7,0,0,Active,Project Based Vouchers,11,Active,Project Based Vouchers,13,0,0,0,,,,,,,
